,id_cryptopunk,bids,for_sale,attribute
10770,4177,0,0,Cigarette
10771,4178,0,0,Do-rag
10772,4179,0,1,Front Beard
10773,4179,0,1,Big Shades
10774,4179,0,1,Peak Spike
10775,4180,0,0,Mohawk
10776,4180,0,0,Eye Mask
10777,4180,0,0,Black Lipstick
10778,4181,0,1,Wild Hair
10779,4181,0,1,Handlebars
10780,4181,0,1,3D Glasses
10781,4182,0,0,Earring
10782,4182,0,0,Mohawk Thin
10783,4182,0,0,Shadow Beard
10784,4183,0,0,Wild Blonde
10785,4183,0,0,Regular Shades
10786,4184,0,0,Horned Rim Glasses
10787,4184,0,0,Hot Lipstick
10788,4184,0,0,Mohawk
10789,4185,0,1,Small Shades
10790,4185,0,1,Frumpy Hair
10791,4186,0,0,Frumpy Hair
10792,4186,0,0,Classic Shades
10793,4187,0,0,Small Shades
10794,4187,0,0,Crazy Hair
10795,4188,0,0,Nerd Glasses
10796,4188,0,0,Dark Hair
10797,4189,0,0,Knitted Cap
10798,4189,0,0,Horned Rim Glasses
10799,4190,0,0,Hot Lipstick
10800,4190,0,0,Earring
10801,4190,0,0,Half Shaved
10802,4191,0,0,Nerd Glasses
10803,4191,0,0,Hot Lipstick
10804,4191,0,0,Pipe
10805,4191,0,0,Mohawk
10806,4192,0,0,Rosy Cheeks
10807,4192,0,0,Goat
10808,4192,0,0,Shaved Head
10809,4192,0,0,Earring
10810,4193,0,0,Frumpy Hair
10811,4193,0,0,Normal Beard Black
10812,4194,0,0,Clown Nose
10813,4194,0,0,Hot Lipstick
10814,4194,0,0,Stringy Hair
10815,4195,0,0,Dark Hair
10816,4195,0,0,Mole
10817,4196,0,0,Purple Lipstick
10818,4196,0,0,Clown Hair Green
10819,4197,0,0,Normal Beard
10820,4197,0,0,Do-rag
10821,4198,0,0,Straight Hair Dark
10822,4198,0,0,Clown Eyes Green
10823,4199,0,0,Mohawk Dark
10824,4199,0,0,Normal Beard Black
10825,4199,0,0,Big Shades
10826,4200,0,0,Hot Lipstick
10827,4200,0,0,Dark Hair
10828,4201,0,1,Clown Eyes Green
10829,4201,0,1,Messy Hair
10830,4202,0,0,Knitted Cap
10831,4202,0,0,Normal Beard
10832,4202,0,0,Earring
10833,4203,1,0,Headband
10834,4203,1,0,Goat
10835,4204,0,0,Chinstrap
10836,4204,0,0,Earring
10837,4204,0,0,Clown Eyes Green
10838,4204,0,0,Messy Hair
10839,4205,0,0,Mohawk Thin
10840,4205,0,0,Mustache
10841,4206,0,0,Chinstrap
10842,4206,0,0,Crazy Hair
10843,4206,0,0,Classic Shades
10844,4207,0,0,Hoodie
10845,4207,0,0,Goat
10846,4207,0,0,Mole
10847,4208,0,1,Cigarette
10848,4208,0,1,Earring
10849,4208,0,1,Stringy Hair
10850,4209,0,0,Small Shades
10851,4209,0,0,Bandana
10852,4209,0,0,Vape
10853,4210,0,1,Cap Forward
10854,4210,0,1,Big Shades
10855,4210,0,1,Earring
10856,4210,0,1,Shadow Beard
10857,4211,0,0,Eye Patch
10858,4211,0,0,Orange Side
10859,4212,0,0,Headband
10860,4212,0,0,Big Shades
10861,4212,0,0,Mole
10862,4212,0,0,Earring
10863,4213,0,0,Nerd Glasses
10864,4213,0,0,Bandana
10865,4214,0,0,Pink With Hat
10866,4214,0,0,Cigarette
10867,4214,0,0,Earring
10868,4215,0,0,Big Shades
10869,4215,0,0,Black Lipstick
10870,4215,0,0,Dark Hair
10871,4216,0,0,Small Shades
10872,4216,0,0,Mohawk
10873,4216,0,0,Shadow Beard
10874,4217,0,0,Clown Eyes Blue
10875,4217,0,0,Normal Beard
10876,4217,0,0,Do-rag
10877,4218,0,0,Wild Blonde
10878,4218,0,0,3D Glasses
10879,4218,0,0,Earring
10880,4219,0,0,Mole
10881,4219,0,0,Messy Hair
10882,4220,0,0,Shadow Beard
10883,4220,0,0,Big Shades
10884,4220,0,0,Hoodie
10885,4221,0,0,Vape
10886,4221,0,0,Normal Beard Black
10887,4221,0,0,Headband
10888,4222,0,0,Pigtails
10889,4222,0,0,Green Eye Shadow
10890,4222,0,0,Earring
10891,4223,0,0,Muttonchops
10892,4223,0,0,VR
10893,4223,0,0,Frumpy Hair
10894,4224,0,0,Nerd Glasses
10895,4224,0,0,Black Lipstick
10896,4224,0,0,Dark Hair
10897,4225,0,1,Straight Hair Blonde
10898,4225,0,1,Blue Eye Shadow
10899,4226,0,0,Handlebars
10900,4227,0,0,Green Eye Shadow
10901,4227,0,0,Mohawk Dark
10902,4228,0,0,Classic Shades
10903,4228,0,0,Big Beard
10904,4228,0,0,Cap Forward
10905,4229,0,0,Half Shaved
10906,4229,0,0,Big Shades
10907,4229,0,0,Hot Lipstick
10908,4230,0,0,Cigarette
10909,4230,0,0,Earring
10910,4230,0,0,Messy Hair
10911,4231,0,1,Clown Eyes Blue
10912,4231,0,1,Purple Lipstick
10913,4231,0,1,Earring
10914,4231,0,1,Dark Hair
10915,4231,0,1,Medical Mask
10916,4232,0,0,Clown Eyes Green
10917,4232,0,0,Crazy Hair
10918,4233,0,0,Bandana
10919,4233,0,0,Normal Beard Black
10920,4233,0,0,Nerd Glasses
10921,4234,0,1,Horned Rim Glasses
10922,4234,0,1,Earring
10923,4234,0,1,Purple Hair
10924,4234,0,1,Gold Chain
10925,4235,0,0,Straight Hair Blonde
10926,4235,0,0,Clown Eyes Green
10927,4235,0,0,Hot Lipstick
10928,4236,0,1,Earring
10929,4236,0,1,Choker
10930,4236,0,1,Bandana
10931,4237,0,0,Purple Lipstick
10932,4237,0,0,Pigtails
10933,4237,0,0,Green Eye Shadow
10934,4238,0,0,Do-rag
10935,4238,0,0,Big Shades
10936,4239,0,0,Cigarette
10937,4239,0,0,Clown Eyes Blue
10938,4239,0,0,Rosy Cheeks
10939,4239,0,0,Dark Hair
10940,4240,0,0,Buck Teeth
10941,4240,0,0,Goat
10942,4240,0,0,Earring
10943,4241,0,0,Mole
10944,4241,0,0,Earring
10945,4241,0,0,Cap
10946,4242,0,0,Mohawk Thin
10947,4242,0,0,Green Eye Shadow
10948,4242,0,0,Hot Lipstick
10949,4243,0,0,Earring
10950,4243,0,0,Red Mohawk
10951,4243,0,0,Green Eye Shadow
10952,4244,0,0,Chinstrap
10953,4244,0,0,Peak Spike
10954,4244,0,0,Horned Rim Glasses
10955,4245,0,0,Mole
10956,4245,0,0,Earring
10957,4245,0,0,Wild White Hair
10958,4245,0,0,Clown Eyes Green
10959,4246,0,0,Small Shades
10960,4246,0,0,Silver Chain
10961,4246,0,0,Hoodie
10962,4247,0,0,Blue Eye Shadow
10963,4247,0,0,Hot Lipstick
10964,4247,0,0,Headband
10965,4248,0,1,Stringy Hair
10966,4248,0,1,Goat
10967,4249,0,0,Messy Hair
10968,4249,0,0,Hot Lipstick
10969,4249,0,0,Earring
10970,4250,0,0,Purple Lipstick
10971,4250,0,0,Welding Goggles
10972,4250,0,0,Wild Hair
10973,4251,0,0,VR
10974,4251,0,0,Earring
10975,4251,0,0,Top Hat
10976,4251,0,0,Mustache
10977,4252,0,0,Goat
10978,4252,0,0,Shaved Head
10979,4252,0,0,Eye Patch
10980,4253,0,0,Fedora
10981,4253,0,0,Earring
10982,4254,1,0,Purple Lipstick
10983,4254,1,0,Earring
10984,4254,1,0,Blonde Bob
10985,4254,1,0,Purple Eye Shadow
10986,4255,0,0,Clown Nose
10987,4255,0,0,Cap
10988,4255,0,0,Small Shades
10989,4255,0,0,Shadow Beard
10990,4256,0,0,Headband
10991,4256,0,0,Big Shades
10992,4256,0,0,Earring
10993,4257,0,0,Hot Lipstick
10994,4257,0,0,Purple Eye Shadow
10995,4257,0,0,Mohawk Thin
10996,4258,0,0,Classic Shades
10997,4258,0,0,Handlebars
10998,4259,0,0,Medical Mask
10999,4259,0,0,Horned Rim Glasses
11000,4259,0,0,Crazy Hair
11001,4259,0,0,Shadow Beard
11002,4260,0,0,VR
11003,4260,0,0,Mohawk
11004,4260,0,0,Silver Chain
11005,4260,0,0,Cigarette
11006,4261,0,1,Cigarette
11007,4261,0,1,Silver Chain
11008,4261,0,1,Normal Beard Black
11009,4261,0,1,Do-rag
11010,4262,0,0,Frumpy Hair
11011,4262,0,0,Shadow Beard
11012,4262,0,0,Earring
11013,4263,0,0,Pipe
11014,4263,0,0,Mohawk
11015,4264,0,0,Wild Blonde
11016,4264,0,0,Silver Chain
11017,4265,0,1,Blue Eye Shadow
11018,4265,0,1,Frumpy Hair
11019,4266,0,0,Knitted Cap
11020,4266,0,0,Blue Eye Shadow
11021,4266,0,0,Hot Lipstick
11022,4267,0,0,Purple Lipstick
11023,4267,0,0,Blonde Short
11024,4268,0,0,Wild White Hair
11025,4268,0,0,Blue Eye Shadow
11026,4268,0,0,Cigarette
11027,4269,0,0,Purple Lipstick
11028,4269,0,0,Messy Hair
11029,4270,0,0,Messy Hair
11030,4270,0,0,Nerd Glasses
11031,4270,0,0,Purple Lipstick
11032,4271,0,0,Nerd Glasses
11033,4271,0,0,Purple Hair
11034,4272,0,0,Silver Chain
11035,4272,0,0,Peak Spike
11036,4272,0,0,Shadow Beard
11037,4272,0,0,Earring
11038,4273,0,0,Clown Eyes Green
11039,4273,0,0,Bandana
11040,4274,0,0,Mohawk Dark
11041,4274,0,0,Regular Shades
11042,4274,0,0,Black Lipstick
11043,4275,0,0,Big Shades
11044,4275,0,0,Hot Lipstick
11045,4275,0,0,Stringy Hair
11046,4276,0,0,Straight Hair Blonde
11047,4276,0,0,Big Shades
11048,4277,0,0,Black Lipstick
11049,4277,0,0,Cigarette
11050,4277,0,0,Wild Hair
11051,4278,0,0,Police Cap
11052,4278,0,0,Mustache
11053,4279,0,0,Straight Hair
11054,4279,0,0,Nerd Glasses
11055,4280,0,0,Regular Shades
11056,4280,0,0,Cap Forward
11057,4280,0,0,Frown
11058,4280,0,0,Shadow Beard
11059,4281,0,0,Classic Shades
11060,4281,0,0,Wild White Hair
11061,4282,0,1,Vampire Hair
11062,4282,0,1,Classic Shades
11063,4283,0,0,Cap
11064,4283,0,0,Shadow Beard
11065,4283,0,0,Earring
11066,4283,0,0,3D Glasses
11067,4284,0,0,Medical Mask
11068,4284,0,0,Muttonchops
11069,4284,0,0,Knitted Cap
11070,4285,0,0,VR
11071,4285,0,0,Cap
11072,4285,0,0,Normal Beard
11073,4285,0,0,Earring
11074,4286,0,1,Hot Lipstick
11075,4286,0,1,Earring
11076,4286,0,1,Straight Hair Blonde
11077,4286,0,1,Green Eye Shadow
11078,4287,0,0,Do-rag
11079,4287,0,0,Horned Rim Glasses
11080,4288,0,0,Rosy Cheeks
11081,4288,0,0,Wild White Hair
11082,4289,0,0,Smile
11083,4289,0,0,Cap Forward
11084,4289,0,0,Eye Mask
11085,4290,0,0,Top Hat
11086,4290,0,0,Handlebars
11087,4291,0,0,Goat
11088,4291,0,0,Bandana
11089,4292,0,0,Bandana
11090,4292,0,0,Eye Mask
11091,4293,1,1,Mohawk Dark
11092,4293,1,1,Nerd Glasses
11093,4293,1,1,Cigarette
11094,4294,0,0,Hot Lipstick
11095,4294,0,0,3D Glasses
11096,4294,0,0,Wild Hair
11097,4295,0,0,Earring
11098,4295,0,0,Vampire Hair
11099,4295,0,0,Normal Beard Black
11100,4296,0,0,Do-rag
11101,4296,0,0,Shadow Beard
11102,4296,0,0,Regular Shades
11103,4296,0,0,Mole
11104,4297,0,1,Eye Patch
11105,4297,0,1,Stringy Hair
11106,4297,0,1,Shadow Beard
11107,4298,0,1,Knitted Cap
11108,4298,0,1,Smile
11109,4298,0,1,Regular Shades
11110,4298,0,1,Earring
11111,4299,0,0,Muttonchops
11112,4299,0,0,Messy Hair
11113,4300,0,1,Mole
11114,4300,0,1,Pink With Hat
11115,4301,0,0,Wild White Hair
11116,4301,0,0,VR
11117,4301,0,0,Purple Lipstick
11118,4302,0,0,Purple Lipstick
11119,4302,0,0,Earring
11120,4302,0,0,Straight Hair
11121,4302,0,0,Clown Eyes Blue
11122,4303,0,0,Muttonchops
11123,4303,0,0,Small Shades
11124,4303,0,0,Do-rag
11125,4304,0,0,Red Mohawk
11126,4304,0,0,Purple Lipstick
11127,4305,1,0,Black Lipstick
11128,4305,1,0,Purple Eye Shadow
11129,4305,1,0,Cap
11130,4306,0,0,Stringy Hair
11131,4306,0,0,Earring
11132,4307,0,0,Regular Shades
11133,4307,0,0,Earring
11134,4307,0,0,Knitted Cap
11135,4307,0,0,Shadow Beard
11136,4308,0,0,Wild Hair
11137,4308,0,0,Classic Shades
11138,4308,0,0,Earring
11139,4309,0,0,Purple Lipstick
11140,4309,0,0,Earring
11141,4309,0,0,Dark Hair
11142,4309,0,0,Purple Eye Shadow
11143,4310,1,0,Messy Hair
11144,4310,1,0,Classic Shades
11145,4310,1,0,Purple Lipstick
11146,4311,0,0,Nerd Glasses
11147,4311,0,0,Frown
11148,4311,0,0,Mohawk Dark
11149,4312,0,0,Headband
11150,4312,0,0,Big Shades
11151,4312,0,0,Chinstrap
11152,4313,0,1,Purple Lipstick
11153,4313,0,1,Cigarette
11154,4314,0,0,Frumpy Hair
11155,4314,0,0,Welding Goggles
11156,4315,0,0,Red Mohawk
11157,4315,0,0,Black Lipstick
11158,4316,0,0,Hot Lipstick
11159,4316,0,0,Cigarette
11160,4316,0,0,Earring
11161,4316,0,0,Tassle Hat
11162,4316,0,0,Classic Shades
11163,4317,0,0,Mustache
11164,4317,0,0,Do-rag
11165,4318,0,0,Earring
11166,4318,0,0,Clown Eyes Green
11167,4318,0,0,Mohawk Thin
11168,4319,0,0,Straight Hair Dark
11169,4319,0,0,Hot Lipstick
11170,4319,0,0,Cigarette
11171,4319,0,0,Earring
11172,4320,0,0,VR
11173,4320,0,0,Cap Forward
11174,4321,0,0,Front Beard
11175,4321,0,0,Frumpy Hair
11176,4322,0,1,Mohawk Thin
11177,4322,0,1,Frown
11178,4323,0,0,Cowboy Hat
11179,4323,0,0,Cigarette
11180,4324,0,0,Earring
11181,4324,0,0,Buck Teeth
11182,4324,0,0,Normal Beard Black
11183,4324,0,0,Eye Mask
11184,4324,0,0,Headband
11185,4325,0,0,Classic Shades
11186,4325,0,0,Earring
11187,4325,0,0,Do-rag
11188,4326,0,0,Wild Hair
11189,4326,0,0,Mole
11190,4327,0,0,Purple Eye Shadow
11191,4327,0,0,Bandana
11192,4328,0,1,Shadow Beard
11193,4328,0,1,Fedora
11194,4329,0,0,Eye Mask
11195,4329,0,0,Mohawk Thin
11196,4330,0,0,Stringy Hair
11197,4330,0,0,Horned Rim Glasses
11198,4330,0,0,Earring
11199,4331,0,0,Big Shades
11200,4331,0,0,Mohawk
11201,4332,0,0,Purple Lipstick
11202,4332,0,0,Earring
11203,4332,0,0,Dark Hair
11204,4332,0,0,Green Eye Shadow
11205,4333,0,1,Pilot Helmet
11206,4333,0,1,Mole
11207,4334,0,0,Hot Lipstick
11208,4334,0,0,Clown Eyes Green
11209,4334,0,0,Wild Hair
11210,4335,0,0,Mohawk Thin
11211,4335,0,0,Cigarette
11212,4335,0,0,Earring
11213,4336,1,0,Earring
11214,4336,1,0,Cowboy Hat
11215,4336,1,0,Mustache
11216,4337,0,0,Front Beard
11217,4337,0,0,Pipe
11218,4337,0,0,Mohawk Dark
11219,4338,0,0,Clown Nose
11220,4338,0,0,Cap Forward
11221,4338,0,0,Nerd Glasses
11222,4339,0,0,Regular Shades
11223,4339,0,0,Crazy Hair
11224,4340,0,0,Mole
11225,4340,0,0,Red Mohawk
11226,4341,0,0,Normal Beard
11227,4341,0,0,Frumpy Hair
11228,4341,0,0,Big Shades
11229,4342,0,0,Medical Mask
11230,4342,0,0,Peak Spike
11231,4343,1,0,Purple Lipstick
11232,4343,1,0,Cigarette
11233,4343,1,0,Straight Hair Dark
11234,4344,1,0,Clown Eyes Green
11235,4344,1,0,Frumpy Hair
11236,4344,1,0,Hot Lipstick
11237,4345,0,0,Big Shades
11238,4345,0,0,Blonde Short
11239,4346,0,1,Pink With Hat
11240,4346,0,1,Purple Eye Shadow
11241,4346,0,1,Purple Lipstick
11242,4347,0,1,Nerd Glasses
11243,4347,0,1,Pink With Hat
11244,4348,1,0,Green Eye Shadow
11245,4348,1,0,Mole
11246,4348,1,0,Stringy Hair
11247,4349,0,1,Blonde Bob
11248,4349,0,1,Mole
11249,4350,0,0,Earring
11250,4350,0,0,Clown Eyes Green
11251,4350,0,0,Headband
11252,4350,0,0,Big Beard
11253,4351,0,0,Clown Nose
11254,4351,0,0,Purple Lipstick
11255,4351,0,0,Frumpy Hair
11256,4352,0,0,Messy Hair
11257,4352,0,0,Classic Shades
11258,4352,0,0,Smile
11259,4352,0,0,Normal Beard
11260,4353,0,0,Red Mohawk
11261,4353,0,0,Clown Eyes Blue
11262,4353,0,0,Purple Lipstick
11263,4354,0,1,Wild White Hair
11264,4354,0,1,Classic Shades
11265,4355,0,0,Classic Shades
11266,4355,0,0,Earring
11267,4355,0,0,Vampire Hair
11268,4356,0,0,Luxurious Beard
11269,4356,0,0,Mohawk Thin
11270,4356,0,0,Horned Rim Glasses
11271,4357,0,0,Regular Shades
11272,4357,0,0,Purple Lipstick
11273,4357,0,0,Stringy Hair
11274,4358,0,0,Headband
11275,4358,0,0,Choker
11276,4358,0,0,Purple Lipstick
11277,4359,0,0,Mole
11278,4359,0,0,VR
11279,4359,0,0,Stringy Hair
11280,4360,0,0,Big Shades
11281,4360,0,0,Goat
11282,4360,0,0,Do-rag
11283,4361,0,0,Normal Beard Black
11284,4361,0,0,Mohawk
11285,4361,0,0,Earring
11286,4362,0,0,Horned Rim Glasses
11287,4362,0,0,Blonde Bob
11288,4363,0,0,Vampire Hair
11289,4363,0,0,Normal Beard Black
11290,4363,0,0,Eye Patch
11291,4364,0,0,Crazy Hair
11292,4364,0,0,Hot Lipstick
11293,4364,0,0,Earring
11294,4364,0,0,Blue Eye Shadow
11295,4365,0,0,Cap
11296,4365,0,0,Hot Lipstick
11297,4366,0,0,Red Mohawk
11298,4366,0,0,Blue Eye Shadow
11299,4367,0,0,Tassle Hat
11300,4367,0,0,Pipe
11301,4368,0,0,Headband
11302,4368,0,0,Regular Shades
11303,4368,0,0,Black Lipstick
11304,4368,0,0,Earring
11305,4369,0,0,Regular Shades
11306,4369,0,0,Muttonchops
11307,4369,0,0,Headband
11308,4370,0,0,Mohawk Thin
11309,4370,0,0,Shadow Beard
11310,4370,0,0,Frown
11311,4371,0,0,Front Beard Dark
11312,4371,0,0,Frown
11313,4371,0,0,Horned Rim Glasses
11314,4371,0,0,Cap
11315,4372,0,0,Wild White Hair
11316,4372,0,0,Blue Eye Shadow
11317,4372,0,0,Black Lipstick
11318,4373,0,1,Nerd Glasses
11319,4373,0,1,Fedora
11320,4374,0,0,Clown Eyes Green
11321,4374,0,0,Messy Hair
11322,4375,0,0,Wild Hair
11323,4375,0,0,Vape
11324,4375,0,0,Horned Rim Glasses
11325,4376,0,0,Hot Lipstick
11326,4376,0,0,Clown Eyes Blue
11327,4376,0,0,Pigtails
11328,4377,0,0,Purple Eye Shadow
11329,4377,0,0,Purple Lipstick
11330,4377,0,0,Crazy Hair
11331,4378,1,1,VR
11332,4378,1,1,Mohawk Dark
11333,4378,1,1,Front Beard Dark
11334,4379,0,0,Hoodie
11335,4379,0,0,3D Glasses
11336,4379,0,0,Shadow Beard
11337,4380,0,0,Tiara
11338,4381,0,0,Clown Hair Green
11339,4381,0,0,Black Lipstick
11340,4382,0,0,Purple Lipstick
11341,4382,0,0,Cap
11342,4382,0,0,Gold Chain
11343,4383,0,0,Pink With Hat
11344,4383,0,0,Hot Lipstick
11345,4383,0,0,Earring
11346,4383,0,0,Classic Shades
11347,4384,0,0,Normal Beard Black
11348,4384,0,0,Do-rag
11349,4384,0,0,Horned Rim Glasses
11350,4385,0,0,Nerd Glasses
11351,4385,0,0,Mohawk
11352,4385,0,0,Normal Beard Black
11353,4386,0,0,Earring
11354,4386,0,0,Frumpy Hair
11355,4386,0,0,Shadow Beard
11356,4387,0,0,Headband
11357,4387,0,0,Rosy Cheeks
11358,4387,0,0,Mustache
11359,4387,0,0,Nerd Glasses
11360,4387,0,0,Cigarette
11361,4388,0,0,Police Cap
11362,4388,0,0,Normal Beard
11363,4389,0,0,Hoodie
11364,4389,0,0,Nerd Glasses
11365,4389,0,0,Cigarette
11366,4390,0,0,Earring
11367,4390,0,0,Headband
11368,4390,0,0,Clown Nose
11369,4390,0,0,Front Beard Dark
11370,4391,0,1,Mustache
11371,4391,0,1,Mohawk Dark
11372,4392,0,0,Frumpy Hair
11373,4392,0,0,Mole
11374,4393,0,0,Black Lipstick
11375,4393,0,0,Welding Goggles
11376,4393,0,0,Blonde Bob
11377,4394,0,0,Front Beard Dark
11378,4394,0,0,VR
11379,4394,0,0,Stringy Hair
11380,4395,0,0,Mohawk Thin
11381,4395,0,0,Luxurious Beard
11382,4396,1,0,VR
11383,4396,1,0,Wild Hair
11384,4396,1,0,Hot Lipstick
11385,4397,0,0,Black Lipstick
11386,4397,0,0,Pigtails
11387,4398,0,0,Blonde Bob
11388,4398,0,0,Vape
11389,4398,0,0,Purple Lipstick
11390,4399,0,0,Fedora
11391,4399,0,0,Front Beard Dark
11392,4400,0,1,Cap Forward
11393,4400,0,1,3D Glasses
11394,4401,1,0,Red Mohawk
11395,4401,1,0,Eye Mask
11396,4401,1,0,Purple Lipstick
11397,4402,0,1,Earring
11398,4402,0,1,Handlebars
11399,4402,0,1,Peak Spike
11400,4403,0,0,Earring
11401,4403,0,0,Cowboy Hat
11402,4404,0,0,VR
11403,4404,0,0,Frumpy Hair
11404,4404,0,0,Shadow Beard
11405,4404,0,0,Mole
11406,4405,0,0,Purple Lipstick
11407,4405,0,0,Earring
11408,4405,0,0,Wild White Hair
11409,4406,0,0,Mole
11410,4406,0,0,Stringy Hair
11411,4407,0,1,Wild Hair
11412,4407,0,1,Shadow Beard
11413,4407,0,1,Big Shades
11414,4408,0,0,3D Glasses
11415,4408,0,0,Bandana
11416,4409,0,0,Mohawk Thin
11417,4409,0,0,Classic Shades
11418,4409,0,0,Silver Chain
11419,4410,0,1,Clown Eyes Blue
11420,4411,1,0,Cap Forward
11421,4411,1,0,Frown
11422,4412,0,0,Eye Mask
11423,4412,0,0,Earring
11424,4412,0,0,Mohawk
11425,4413,0,0,Crazy Hair
11426,4413,0,0,Mustache
11427,4414,0,0,Normal Beard Black
11428,4414,0,0,Eye Mask
11429,4414,0,0,Headband
11430,4414,0,0,Mole
11431,4415,0,0,Smile
11432,4415,0,0,Luxurious Beard
11433,4415,0,0,Pipe
11434,4415,0,0,Mohawk
11435,4415,0,0,Eye Patch
11436,4416,0,0,Mohawk Thin
11437,4416,0,0,Classic Shades
11438,4417,1,0,Hot Lipstick
11439,4417,1,0,Blonde Bob
11440,4417,1,0,Blue Eye Shadow
11441,4418,1,0,Pink With Hat
11442,4418,1,0,Purple Eye Shadow
11443,4419,0,0,Muttonchops
11444,4419,0,0,Frumpy Hair
11445,4419,0,0,Earring
11446,4420,0,0,Hot Lipstick
11447,4420,0,0,Spots
11448,4420,0,0,Wild Hair
11449,4421,0,0,Frumpy Hair
11450,4421,0,0,Big Shades
11451,4421,0,0,Black Lipstick
11452,4422,0,0,Earring
11453,4423,0,0,Hot Lipstick
11454,4423,0,0,Cap
11455,4423,0,0,Clown Eyes Blue
11456,4424,0,0,Clown Eyes Green
11457,4424,0,0,Black Lipstick
11458,4424,0,0,Cigarette
11459,4424,0,0,Earring
11460,4424,0,0,Wild White Hair
11461,4425,0,0,Peak Spike
11462,4425,0,0,Shadow Beard
11463,4425,0,0,Big Shades
11464,4425,0,0,Earring
11465,4426,0,1,Big Shades
11466,4426,0,1,Mole
11467,4426,0,1,Goat
11468,4426,0,1,Bandana
11469,4427,0,0,Knitted Cap
11470,4427,0,0,Normal Beard Black
11471,4428,0,0,Gold Chain
11472,4428,0,0,Earring
11473,4428,0,0,Cap
11474,4428,0,0,Classic Shades
11475,4429,0,0,Knitted Cap
11476,4429,0,0,Earring
11477,4430,0,0,Clown Eyes Green
11478,4430,0,0,Frumpy Hair
11479,4431,0,0,Stringy Hair
11480,4431,0,0,Goat
11481,4431,0,0,Earring
11482,4432,0,1,Horned Rim Glasses
11483,4432,0,1,Blonde Bob
11484,4433,0,0,Clown Eyes Green
11485,4433,0,0,Frumpy Hair
11486,4434,0,0,Wild Hair
11487,4434,0,0,Green Eye Shadow
11488,4434,0,0,Black Lipstick
11489,4435,0,0,Regular Shades
11490,4435,0,0,Mole
11491,4435,0,0,Cap
11492,4435,0,0,Gold Chain
11493,4435,0,0,Front Beard
11494,4436,0,0,Luxurious Beard
11495,4436,0,0,Regular Shades
11496,4436,0,0,Bandana
11497,4437,0,0,Fedora
11498,4437,0,0,3D Glasses
11499,4438,0,0,Green Eye Shadow
11500,4438,0,0,Messy Hair
11501,4439,0,0,Clown Eyes Green
11502,4439,0,0,Dark Hair
11503,4439,0,0,Cigarette
11504,4440,0,0,Big Shades
11505,4440,0,0,Earring
11506,4440,0,0,Pipe
11507,4440,0,0,Crazy Hair
11508,4441,0,0,Hoodie
11509,4441,0,0,3D Glasses
11510,4442,0,0,Cowboy Hat
11511,4442,0,0,Muttonchops
11512,4443,1,1,Bandana
11513,4443,1,1,Nerd Glasses
11514,4444,0,1,Mole
11515,4444,0,1,Normal Beard Black
11516,4444,0,1,Shaved Head
11517,4445,0,0,Peak Spike
11518,4445,0,0,Small Shades
11519,4446,0,0,Cap
11520,4446,0,0,Clown Nose
11521,4446,0,0,Normal Beard Black
11522,4447,0,1,Goat
11523,4447,0,1,Cap
11524,4448,0,0,Stringy Hair
11525,4448,0,0,Shadow Beard
11526,4448,0,0,Nerd Glasses
11527,4449,0,0,Mole
11528,4449,0,0,Earring
11529,4449,0,0,Purple Eye Shadow
11530,4449,0,0,Knitted Cap
11531,4450,0,0,Earring
11532,4450,0,0,Frown
11533,4450,0,0,Do-rag
11534,4451,0,0,Do-rag
11535,4451,0,0,Horned Rim Glasses
11536,4452,0,0,VR
11537,4452,0,0,Mohawk Dark
11538,4452,0,0,Shadow Beard
11539,4453,0,0,Horned Rim Glasses
11540,4453,0,0,Purple Lipstick
11541,4454,0,0,Mohawk Thin
11542,4454,0,0,Chinstrap
11543,4455,0,0,Purple Lipstick
11544,4455,0,0,Earring
11545,4455,0,0,Stringy Hair
11546,4456,0,0,Orange Side
11547,4456,0,0,Green Eye Shadow
11548,4457,0,0,Rosy Cheeks
11549,4457,0,0,Peak Spike
11550,4458,0,1,Spots
11551,4458,0,1,Clown Hair Green
11552,4458,0,1,Front Beard
11553,4459,0,0,Nerd Glasses
11554,4460,0,0,Muttonchops
11555,4460,0,0,Cap
11556,4461,0,0,Pipe
11557,4461,0,0,Mole
11558,4461,0,0,Straight Hair Blonde
11559,4461,0,0,Blue Eye Shadow
11560,4462,0,0,Front Beard
11561,4462,0,0,Do-rag
11562,4462,0,0,Big Shades
11563,4462,0,0,Cigarette
11564,4463,0,0,Pipe
11565,4463,0,0,Mohawk
11566,4464,0,1,Vape
11567,4464,0,1,Eye Mask
11568,4464,0,1,Do-rag
11569,4465,0,0,Blue Eye Shadow
11570,4465,0,0,Hot Lipstick
11571,4465,0,0,Earring
11572,4465,0,0,Wild Hair
11573,4466,1,0,Do-rag
11574,4466,1,0,Cigarette
11575,4467,0,0,Regular Shades
11576,4467,0,0,Earring
11577,4467,0,0,Dark Hair
11578,4468,1,1,Orange Side
11579,4468,1,1,Nerd Glasses
11580,4468,1,1,Earring
11581,4469,0,0,VR
11582,4469,0,0,Messy Hair
11583,4469,0,0,Normal Beard
11584,4470,0,1,Horned Rim Glasses
11585,4470,0,1,Cap
11586,4470,0,1,Shadow Beard
11587,4471,0,0,Knitted Cap
11588,4471,0,0,Earring
11589,4472,0,0,Cigarette
11590,4472,0,0,Purple Hair
